flybase_id	rpkm2	rpkm6	rpkm8	rpkm10	gene_name	cgid	chr	start	stop	strand
FBgn0017397	45.1	98.03	161.22	42.41	how	CG10293	chr3R	17867914	17905043	+
FBgn0017414	6.94	9.22	9.45	13.65	cag	CG12346	chr2R	6780528	6781865	-
FBgn0017418	42.11	26.23	31.99	16.13	ari-1	CG5659	chrX	18026169	18031682	-
FBgn0017429	12.43	17.47	24.98	40.04	CG5989	CG5989	chr3L	8595511	8597245	-
FBgn0017430	38.13	23.39	18.36	16.21	Nelf-E	CG5994	chr3L	8592542	8593974	-
FBgn0017448	3.65	0.29	0.51	0.54	CG2187	CG2187	chr3R	27581078	27584361	-
FBgn0017453	32.37	56.27	70.46	62.91	Zn72D	CG5215	chr3L	16099696	16105488	-
FBgn0017456	0.14	0.09	0.31	0.5	Ubc84D	CG12799	chr3R	3344619	3345080	-
FBgn0017457	296.54	115.83	62.25	56.05	U2af38	CG3582	chr2L	293337	294679	-
FBgn0017482	3.58	2.77	2.43	5.08	T3dh	CG3425	chr2R	18217231	18219562	-
FBgn0017539	33.77	54.9	82.6	138.04	Scs-fp	CG17246	chr2R	15279361	15283453	-
FBgn0017545	3900.04	3740.45	2764.79	3289.38	RpS3A	CG2168	chr4	86745	87863	-
FBgn0017549	6.57	10.68	12.23	7.17	Ric	CG8418	chr2R	11994945	11997520	-
FBgn0017550	123.81	86.96	65.09	50.14	Rga	CG2161	chr3R	1433065	1438830	-
FBgn0017551	48.68	61.27	22.1	14.21	Rca1	CG10800	chr2L	6852324	6853876	+
FBgn0017556	0	0	0	0	Pros28.1B	CG4569	chr2R	20388387	20389757	-
FBgn0017557	0.03	0	0	0	Pros28.1A	CG17268	chr3R	16573851	16574796	-
FBgn0017558	52.47	4.34	9.24	14.36	Pdk	CG8808	chr2R	5313947	5321930	+
FBgn0017561	4.21	0.26	0.38	0.3	Ork1	CG1615	chrX	10772087	10784957	-
FBgn0017566	75.49	65.46	92.83	151.41	ND75	CG2286	chrX	8142684	8145699	-
FBgn0017567	81.67	82.93	92.9	144.98	ND23	CG3944	chr3R	11661770	11662819	-
FBgn0017572	57.76	45.69	39.55	25.46	Mo25	CG4083	chr3L	16606318	16608572	-
FBgn0017577	152.64	38.89	14.63	9.59	Mcm5	CG4082	chr3R	6614250	6616898	+
FBgn0017578	61.94	119.01	79	57.47	Max	CG9648	chr3L	19255617	19257291	-
FBgn0017579	1941.94	2295.66	2547.71	3505.15	RpL14	CG6253	chr3L	8594102	8595492	+
FBgn0017581	221.59	140.42	102.75	37.92	Lk6	CG17342	chr3R	7578506	7590179	-
FBgn0017590	2.07	3.97	5.54	3.86	klg	CG6669	chr3R	18725024	18787456	+
FBgn0019624	287.99	434.99	351.29	510.06	CoVa	CG14724	chr3R	7645081	7646021	+
FBgn0019637	110.54	44.1	33.65	25.41	Atu	CG1433	chr3R	1439086	1441664	+
FBgn0019643	0.07	0.92	0.84	3	Dat	CG3318	chr2R	20027108	20045285	+
FBgn0019644	226.83	186.79	216.61	348.09	ATPsyn-b	CG8189	chr3L	9723077	9724324	+
FBgn0019650	3.75	2.34	2.94	1.88	toy	CG11186	chr4	1010354	1026929	+
FBgn0019660	0.32	7.12	5.36	5.61	roX2	CR32665	chrX	11473089	11474468	+
FBgn0019661	156.65	110.29	87.26	38.33	roX1	CR32777	chrX	3752929	3756720	-
FBgn0019662	11.55	15.63	38.66	43.08	qm	CG8593	chr3L	7341415	7346722	+
FBgn0019686	74	23.7	14.66	12.9	lok	CG10895	chr2L	20061477	20064381	+
FBgn0019809	0.71	1.96	1.37	1.26	gcm2	CG3858	chr2L	9608479	9612710	+
FBgn0019828	0.06	0	0	0.03	dj	CG1980	chr3R	2885037	2886238	+
FBgn0019830	88.64	46.25	41.09	59.05	colt	CG3057	chr2L	2768590	2770066	-
FBgn0019886	32.38	24.37	24.29	25.5	CG4589	CG4589	chr2R	20397285	20402813	-
FBgn0019890	87.19	43.58	32.94	27.68	Smg5	CG8954	chr2L	13899353	13904659	-
FBgn0019925	42.7	105.04	100.79	124.48	Surf4	CG6202	chr3R	11169375	11171905	-
FBgn0019928	0.12	0.03	0.09	0	Ser8	CG4812	chr2R	9321717	9322499	+
FBgn0019929	0	0	0	0.02	Ser7	CG2045	chrX	9759251	9761103	+
FBgn0019932	17.89	9.05	6.01	8.43	SamDC	CG5029	chr2L	10339471	10341505	+
FBgn0019936	2052.94	2197.71	2229.21	3115.92	RpS20	CG15693	chr3R	16647901	16649078	+
FBgn0019938	20.81	91.74	127.17	107.15	RpI1	CG10122	chr2R	10483112	10488702	-
FBgn0019940	0.02	0.19	0.44	0.81	Rh6	CG5192	chr3R	11308880	11310421	+
FBgn0019947	95.2	67.51	56.97	46.63	Psn	CG18803	chr3L	20425568	20428256	+
FBgn0019948	20	32.17	27.93	30.41	Phm	CG3832	chr2R	19872750	19875990	-
FBgn0019949	57.01	25.1	18.76	20.64	Cdk9	CG5179	chr2R	18523568	18525228	-
FBgn0019952	1.88	26.24	34.11	74.36	Orct	CG6331	chr3R	20101982	20104515	+
FBgn0019957	146.01	85.08	97.05	161.32	ND42	CG6343	chr3R	17853427	17855115	+
FBgn0019960	46.38	59.42	55.34	56.7	CG6455	CG6455	chr3R	17845227	17849203	-
FBgn0019968	25.7	17.01	17.63	13.04	Khc-73	CG8183	chr2R	11403283	11419743	-
FBgn0019972	112.63	68.06	39.12	33.75	Ice	CG7788	chr3R	25625375	25627307	+
FBgn0019982	7.23	3.21	3.87	10.7	Gs1l	CG15441	chr2L	4455221	4456822	-
FBgn0019985	0.46	0.36	0.31	0.1	mGluRA	CG11144	chr4	957468	967451	+
FBgn0019990	19.27	6.34	10.59	10.43	Gcn2	CG1609	chr3R	27221380	27227735	+
FBgn0020018	22	4.96	5.57	10.72	Ppox	CG5796	chr3R	20485772	20487573	-
FBgn0020224	43.79	31.14	22.69	14.4	Cbl	CG7037	chr3L	8418045	8424324	+
FBgn0020235	110.01	116.99	154.38	298.29	ATPsyn-gamma	CG7610	chr3R	25573424	25574858	-
FBgn0020236	34.76	53.98	46.98	58.4	ATPCL	CG8322	chr2R	11879931	11888765	-
FBgn0020238	1137.85	607.37	353.59	177.43	14-3-3epsilon	CG31196	chr3R	14068253	14074388	+
FBgn0020240	13.42	52.8	56.07	42.6	Mcr	CG7586	chr2L	8074109	8082969	-
FBgn0020245	28.04	17.88	16.83	9.58	ttv	CG10117	chr2R	10414076	10472826	+
FBgn0020248	2.65	0.46	0.99	2.76	stet	CG33166	chr3L	1475429	1489547	-
FBgn0020249	38.55	41.63	31.52	41.62	stck	CG7954	chr3R	4182689	4185745	+
FBgn0020251	25.15	19.58	20.5	13.38	sfl	CG8339	chr3L	6488780	6542333	+
FBgn0020255	944.31	420.85	227.89	131.49	ran	CG1404	chrX	11038895	11042622	-
FBgn0020257	116.49	216.63	144.44	35.42	ppa	CG9952	chr2R	18573030	18576478	-
FBgn0020258	0.04	0.17	0	0.04	ppk	CG3478	chr2L	14378218	14381170	-
FBgn0020261	24.59	26.99	35.87	37.97	pcm	CG3291	chrX	19379913	19385984	-
FBgn0020269	0.33	3.87	4.58	13.16	mspo	CG10145	chr2R	10559440	10601126	-
FBgn0020270	32.6	9.38	3.28	1.45	mre11	CG16928	chr2L	11282093	11284337	+
FBgn0020272	9.41	8.99	4.05	3.86	mst	CG1424	chrX	21260034	21261877	+
FBgn0020277	0	0.02	0	0.24	lush	CG8807	chr3L	19597498	19599190	-
FBgn0020278	25.11	22.93	15.23	13.42	loco	CG5248	chr3R	18445690	18465082	-
FBgn0020279	233	159.01	160.91	91.07	lig	CG8715	chr2R	3955460	3966320	+
FBgn0020280	0.01	0.04	0.06	0.03	laf	CG14660	chr3R	701727	704255	-
FBgn0020294	0.77	2.01	4.17	7.99	ko	CG10573	chr3L	21068667	21124259	-
FBgn0020299	99.47	78.57	60.75	26.09	stumps	CG31317	chr3R	10402941	10433804	+
FBgn0020300	16.09	1.61	2.06	2.14	gk	CG13695	chr3L	18132504	18138520	+
FBgn0020303	18.37	13.18	25.19	12.55	fok	CG10746	chr2L	20082288	20085067	-
FBgn0020304	51.19	32.78	19.17	20.91	drongo	CG3365	chr2L	833584	851096	-
FBgn0020305	80.25	83.33	59.28	55.33	dbe	CG4258	chr2L	868675	869911	-
FBgn0020306	98.83	107.83	115.27	65.63	dom	CG9696	chr2R	17210949	17229352	+
FBgn0020307	1.28	3.55	4.52	4.06	dve	CG5799	chr2R	18131468	18173982	+
FBgn0020309	6.68	65.89	103.15	40.19	crol	CG14938	chr2L	11794327	11809433	-
FBgn0020312	33.96	26.98	15.63	11.94	CG4050	CG4050	chr2R	17011233	17015995	-
FBgn0020367	43.16	19.21	25.72	55.78	Vha68-2	CG3762	chr2L	12974322	12978615	+
FBgn0020368	5.23	22.9	49.21	77.28	Vha68-1	CG12403	chr2L	13000765	13004142	-
FBgn0020369	195.43	222.12	130.65	119.67	Pros45	CG1489	chrX	21187087	21188690	+
FBgn0020370	111.71	56.01	47.82	52.33	TppII	CG3991	chr2R	9040393	9046595	-
FBgn0020371	0.4	0.05	0.02	0.06	Tim17b2	CG15257	chr2L	15484768	15494204	+
FBgn0020372	2.32	1.15	0.49	0.96	TM4SF	CG11303	chr2R	19765982	19768383	+
FBgn0020376	0	0.23	0.04	0.03	Sr-CIII	CG31962	chr2L	4120363	4121442	+
FBgn0020377	128.46	6.93	0.69	0.26	Sr-CII	CG8856	chr2R	8096359	8098730	-
FBgn0020378	0.1	6.31	5.54	1.6	Sp1	CG1343	chrX	9623708	9649831	+
FBgn0020379	1.7	3.24	7.23	5.53	Rfx	CG6312	chr3R	6188233	6203790	-
FBgn0020381	6.69	7.03	9.27	11.25	Dredd	CG7486	chrX	527553	529760	-
FBgn0020385	47.43	18.35	29.07	78.02	pug	CG4067	chr3R	6522240	6529011	+
FBgn0020386	44.97	56.03	57.57	25.88	Pk61C	CG1210	chr3L	129452	145305	+
FBgn0020388	76.9	36.77	21.41	18.18	Pcaf	CG4107	chr3L	12514178	12517101	-
FBgn0020389	13.42	18.55	35.79	53.4	Papss	CG8363	chr3L	19838397	19854025	+
FBgn0020391	2	5.48	8.04	11.66	Nrk	CG4007	chr2R	9047554	9050989	+
FBgn0020392	83.15	14.61	18.96	17.34	Nmt	CG7436	chr3L	8169234	8171510	-
FBgn0020399	0.22	0.34	0.25	0.31	Mst89B	CG6864	chr3R	12092734	12094155	+
FBgn0020407	17.43	6.21	4.41	4.32	Mat89Bb	CG6814	chr3R	12089890	12092632	+
FBgn0020412	36.14	54.04	43.55	21.04	JIL-1	CG6297	chr3L	11071849	11086239	-
FBgn0020414	3.25	2.83	4.54	11.69	Idgf3	CG4559	chr2L	16450907	16453176	+
FBgn0020415	79.41	19.29	9.88	63.93	Idgf2	CG4475	chr2L	16447338	16450500	+
FBgn0020416	0.02	1.07	0.5	0.53	Idgf1	CG4472	chr2L	16445280	16446847	+
FBgn0020429	0.06	3.83	7.69	28.34	GluRIIB	CG7234	chr2L	5559342	5563502	+
FBgn0020439	0.06	0.89	0.85	3.16	fau	CG6544	chr3R	6593939	6603083	-
FBgn0020440	14.58	22.31	25.4	19.26	Fak56D	CG10023	chr2R	15318164	15324774	-
FBgn0020443	64.99	141.36	198.25	144.75	Elf	CG6382	chr2L	12434432	12440605	+
FBgn0020445	4.26	4.8	15.32	22.69	E23	CG3327	chr2L	3334871	3355000	-
FBgn0020493	1.26	18.58	15.03	6.14	Dad	CG5201	chr3R	12879729	12896135	+
FBgn0020496	245.73	173.92	107.32	34.84	CtBP	CG7583	chr3R	8837388	8851905	+
FBgn0020497	156.71	100.28	60.95	22.92	emb	CG13387	chr2L	8403575	8408853	+
FBgn0020503	5.52	9.08	5.58	1.48	CLIP-190	CG5020	chr2L	17384739	17409698	+
FBgn0020506	0	0.04	0.02	0.02	Amyrel	CG8221	chr2R	12538597	12540204	-
FBgn0020508	0	0.69	0.25	1.68	Ag5r2	CG9540	chrX	14676985	14678075	-
FBgn0020509	0	0.09	0.15	0.14	Acp62F	CG1262	chr3L	2739750	2740228	+
FBgn0020510	55.55	68.82	46.02	39.15	Abi	CG9749	chr3R	9944982	9948142	-
FBgn0020513	12.33	45.46	91.93	137.85	ade5	CG3989	chrX	12651793	12654651	-
FBgn0020517	0.67	0.78	1.35	2.96	Skeletor	CG33676	chr3R	6512665	6522190	+
FBgn0020518	0	0	0	0	snoRNA:Me28S-G764	CR32907	chr3L	22862645	22862722	-
FBgn0020521	0.57	3.59	3.99	6.01	pio	CG3541	chr2R	20468772	20485385	+
FBgn0020545	39.98	7.97	12.52	20.93	kraken	CG3943	chr2L	852767	854539	+
FBgn0020546	1.07	1.68	0.6	0.15	iab-4	CR31271	chr3R	12675726	12682219	+
FBgn0020556	1.24	0.57	0.75	0.19	bxd	CR31273	chr3R	12567847	12598911	-
FBgn0020611	15.18	9.34	12.73	11.34	Vha44	CG8048	chr2R	12212318	12224142	-
FBgn0020616	21.51	39.92	22.54	17.96	SA	CG3423	chr2L	6950440	6954590	+
FBgn0020617	0.08	0.77	1.15	1.56	Rx	CG10052	chr2R	16804285	16824537	+
FBgn0020618	1974.2	1949.51	2467.56	3578.92	Rack1	CG7111	chr2L	7825626	7827252	-
FBgn0020620	25.74	21	20.39	13.01	RN-tre	CG8085	chr2R	9872317	9878191	-
FBgn0020621	23.7	25.17	29.43	22.48	Pkn	CG2049	chr2R	5139815	5172602	-
FBgn0020622	6.95	12.23	13.97	6.11	Pi3K21B	CG2699	chr2L	297882	303955	+
FBgn0020623	0.77	2.72	2.09	2.31	Pal	CG5472	chr2R	19575681	19578107	+
FBgn0020626	33.31	35.82	31.76	35.09	Osbp	CG6708	chr3R	20760591	20763959	-
FBgn0020633	388.11	120.05	36.64	23.98	Mcm7	CG4978	chr3L	8884710	8887435	+
FBgn0020637	0.06	1.86	0.26	1.81	Lcp65Ag2	CG10534	chr3L	6126089	6126700	-
FBgn0020638	0	0.13	0.14	0.45	Lcp65Ag1	CG10530	chr3L	6127797	6128370	-
FBgn0020639	0.15	0.64	0	0.08	Lcp65Af	CG10533	chr3L	6129404	6129871	-
FBgn0020640	0	0.15	0.12	0.89	Lcp65Ae	CG10529	chr3L	6130819	6131178	-
FBgn0020641	0	0.13	0	0.06	Lcp65Ad	CG6955	chr3L	6136507	6137109	+
FBgn0020642	0	0.34	0.35	1.18	Lcp65Ac	CG6956	chr3L	6137924	6138500	+
FBgn0020643	0	0	0	0	Lcp65Ab2	CG18773	chr3L	6139771	6140192	+
FBgn0020644	0	0	0	0	Lcp65Ab1	CG32400	chr3L	6142693	6143007	+
FBgn0020645	0	0	0	0	Lcp65Aa	CG7287	chr3L	6144433	6144741	+
FBgn0020646	0	0	0	0	Lcp65APsi	CR18775	chr3L	6141071	6141715	+
FBgn0020647	12.46	17.87	17.33	8.45	KrT95D	CG5405	chr3R	19824162	19857532	-
FBgn0020653	46.24	15.41	22.15	33.05	Trxr-1	CG2151	chrX	8136517	8142072	+
FBgn0020655	62.31	36.86	34.3	38.31	Gap69C	CG4237	chr3L	12408126	12410803	-
FBgn0020660	242.44	143.31	91.01	59.21	eIF-4B	CG10837	chr2RHet	2901752	2917318	+
FBgn0020756	17.64	8.3	2.98	1.95	DNApol-epsilon	CG6768	chr3R	19173913	19180890	+
FBgn0020762	1.18	12.94	28.82	33.37	Atet	CG2969	chr2L	4333926	4345776	+
FBgn0020764	8.58	16.4	19.46	33.4	Alas	CG3017	chr2R	19852224	19854271	+
FBgn0020765	0.05	0.07	0	0	Acp65Aa	CG10297	chr3L	6145143	6145845	-
FBgn0020766	17.69	119.98	272.15	430.9	Aats-phe	CG13348	chr2R	9855852	9857407	+
FBgn0020767	8.54	29.11	26.75	11.93	Spred	CG10155	chr2R	10648661	10656927	-
FBgn0020880	0.07	0.16	0.06	0.4	CG7179	CG7179	chr2L	7775804	7778027	-
FBgn0020887	49.8	28.5	20.55	11.69	Su(z)12	CG8013	chr3L	19911337	19916500	-
FBgn0020906	0.12	1.58	1.11	6.04	Jon25Bi	CG8867	chr2L	4954071	4955353	-
FBgn0020907	0.02	1.53	3.14	1.14	Scp2	CG14904	chr3R	12400259	12409382	-
FBgn0020908	0.13	0.13	0.22	0.51	Scp1	CG15848	chr2RHet	1707796	1742313	-
FBgn0020909	58.24	56.7	50.11	45.71	Rtc1	CG11130	chrX	13651210	13652631	+
FBgn0020910	1449.08	1682.81	1967.91	2641.74	RpL3	CG4863	chr3R	7047618	7050897	+
FBgn0020912	1.86	9.16	7.67	5.21	Ptx1	CG1447	chr3R	26738610	26756404	+
FBgn0020930	12.14	18.19	23.26	27.23	Dgkepsilon	CG8657	chr2R	8645051	8647226	+
FBgn0021738	0	0	0	0	Crg-1	CG32788	chrX	3687256	3691372	+
FBgn0021742	0.02	1.03	1.31	9.02	C901	CG1567	chrX	10858240	10861165	-
FBgn0021750	4.91	2.35	4.57	14.57	Aats-ser	CG4938	chr3R	11166407	11167939	+
FBgn0021760	41.1	26.86	26.86	19.9	chb	CG32435	chr3L	21165953	21176378	+
FBgn0021761	57.89	56.97	39.85	27.71	Nup154	CG4579	chr2L	11004823	11009878	+
FBgn0021764	43.42	56.79	39.29	23.83	sdk	CG5227	chrX	580873	643529	+
FBgn0021765	157.05	26.82	48.39	117.27	scu	CG7113	chrX	17985279	17986888	+
FBgn0021767	0.82	38.97	21.48	9.5	org-1	CG11202	chrX	8342266	8348327	-
FBgn0021768	31.56	43.12	51.36	48.56	nudC	CG9710	chr3L	16801522	16812642	+
FBgn0021776	202.97	119.16	55.56	23.57	mira	CG12249	chr3R	15757521	15760842	-
FBgn0021795	69.66	345.87	313.49	422.61	Tapdelta	CG9035	chr2R	7257791	7258675	-
FBgn0021796	17.15	25.82	34.11	31.33	Tor	CG5092	chr2L	13004786	13013201	+
FBgn0021800	6.53	10.24	31.56	4.8	l(2)k16918	CG3920	chr2L	3803581	3809064	+
FBgn0021814	46.14	51.83	37.59	40.45	Vps28	CG12770	chr2R	3966742	3967561	-
FBgn0021818	47.29	30.93	23.03	16.14	cnk	CG6556	chr2R	13301476	13307104	-
FBgn0021825	86.35	45.91	42.04	50.97	Dmn	CG8269	chr2R	4779345	4780844	+
FBgn0021847	13.87	15.33	12.57	13.9	l(2)k14710	CG8325	chr2R	2097282	2101623	-
FBgn0021856	59.83	36.18	29.64	38.65	l(2)k14505	CG8674	chr2L	21261159	21262287	+
FBgn0021872	37.28	126.49	151.69	195.51	Xbp1	CG9415	chr2R	17031050	17033255	+
FBgn0021873	34.87	36.91	30.58	14.15	Gef26	CG9491	chr2L	6323767	6331552	+
FBgn0021874	31.93	80.09	62.03	68.28	Nle	CG2863	chr2L	566366	568162	-
FBgn0021875	25.12	34.76	33.01	34.91	Zfrp8	CG3260	chr2R	20021528	20022928	+
FBgn0021895	119.66	251.41	201.93	137.2	ytr	CG18426	chr2R	19734693	19738619	-
FBgn0021906	229.54	128.08	153.43	271.15	RFeSP	CG7361	chr2L	1612686	1614182	-
FBgn0021944	51.54	30.15	29.8	35.37	Coprox	CG3433	chr2L	6964426	6965813	+
FBgn0021953	3.23	5.66	7.28	18.53	Fatp	CG7400	chr2L	10511252	10517216	-
FBgn0021967	156.73	115.15	111.93	185.8	Pdsw	CG8844	chr2L	3466162	3467326	+
FBgn0021979	113.5	31.36	42.04	51.1	l(2)k09913	CG3082	chr2R	18954725	18959404	+
FBgn0021995	94.56	113.06	102.42	99.98	Rs1	CG2173	chr2R	4052390	4055274	+
FBgn0022023	247.38	255.55	237.16	277.17	eIF-3p40	CG9124	chr2L	5051193	5053209	-
FBgn0022027	51.35	68	45.26	50.35	Vps25	CG14750	chr2R	4512956	4513685	+
FBgn0022029	26.26	31.53	36.57	41.36	l(2)k01209	CG4798	chr2R	13307938	13313192	+
FBgn0022063	36.31	25.51	33.39	25.8	Pcf11	CG10228	chr2R	10748661	10758575	-
FBgn0022069	150.26	131.28	141.2	113.75	Nnp-1	CG12396	chr2L	13363300	13366188	-
FBgn0022070	73.43	71.4	57.16	54.14	l(2)k07824	CG7989	chr2R	12233333	12235003	-
FBgn0022073	19.29	32.22	26.54	83.87	Thor	CG8846	chr2L	3478434	3479612	+
FBgn0022085	23.61	30.16	46.82	41.55	ssp4	CG33130	chr2R	13406523	13422942	-
FBgn0022097	35.76	55.75	61.57	67.28	Vha36	CG8186	chr2R	11428922	11430003	+
FBgn0022131	43.84	10.97	9.37	3.73	aPKC	CG10261	chr2R	10831960	10850451	-
FBgn0022153	9.16	22.05	25.02	32.23	l(2)k05819	CG3054	chr2L	4394198	4400109	+
FBgn0022160	1.15	1.32	1.98	4.6	Gpo-1	CG8256	chr2R	11745256	11750251	-
FBgn0022201	90.84	34.1	30.96	26.88	milt	CG13777	chr2L	7037998	7056011	+
FBgn0022213	45.84	10.11	8.09	2.31	Cas	CG13281	chr2L	16821150	16825206	-
FBgn0022224	53.65	86.33	64.97	65.6	ubl	CG3450	chr2R	2697515	2698019	-
FBgn0022238	214.12	146.6	67.52	19.23	lolal	CG5738	chr2R	14042350	14045697	-
FBgn0022246	14.09	27.7	22.22	27.01	Rpp30	CG11606	chr2L	251163	252331	-
FBgn0022268	103.02	155.38	116.89	146.73	KdelR	CG5183	chr2L	10426867	10428159	+
FBgn0022288	79.8	124.01	149.81	142.54	l(2)09851	CG12792	chr2R	1642033	1643558	+
FBgn0022338	245.31	49.07	25.82	23.01	dnk	CG5452	chr3R	14807123	14808500	+
FBgn0022343	57.04	112.81	107.56	125.4	CG3760	CG3760	chr2R	20825862	20827292	+
FBgn0022344	11.18	61.08	66.24	99.75	CG10340	CG10340	chr3R	12439134	12440109	-
FBgn0022349	194.83	356.53	170.29	96.51	CG1910	CG1910	chr3R	27571766	27576745	+
FBgn0022355	0.22	0.03	0.04	0.12	Tsf1	CG6186	chrX	18281965	18284377	+
FBgn0022359	27.15	3.69	5.72	16.56	Sodh-2	CG4649	chr3R	6702106	6703988	+
FBgn0022361	9.56	3.17	2.52	1.54	Pur-alpha	CG1507	chr4	578608	586562	+
FBgn0022382	2.89	2.36	5.34	2.9	Pka-R2	CG15862	chr2R	5883325	5913540	-
FBgn0022699	37.42	32.6	29.14	24.98	D19B	CG10270	chr3L	6175274	6178138	-
FBgn0022700	0.19	0.03	0.1	0.18	Cht4	CG3986	chr2R	16952885	16954592	-
FBgn0022702	4.87	15.04	16.19	17.1	Cht2	CG2054	chr3L	1752546	1755663	-
FBgn0022708	93.65	139.7	125.69	149.45	Adk2	CG3140	chr2R	19911721	19913400	+
FBgn0022709	7	3.65	4.11	4.57	Adk1	CG17146	chr3L	12193496	12197182	-
FBgn0022710	2.62	1.68	2.37	1.61	Ac13E	CG9210	chrX	15404909	15416196	-
FBgn0022720	99.99	102.07	57.09	40.42	zf30C	CG3998	chr2L	9758338	9762377	+
FBgn0022724	27.86	19.4	10.97	10.36	Taf8	CG7128	chrX	17996005	17997517	+
FBgn0022740	10.78	125.12	58	13.97	HLH54F	CG5005	chr2R	13644922	13648022	+
FBgn0022764	83.66	90.64	90.18	52.98	Sin3A	CG8815	chr2R	8462743	8480397	-
FBgn0022768	56.61	60.67	47.22	32.13	Pp2C1	CG2984	chrX	4574433	4580904	-
FBgn0022770	0.97	1.35	1.2	4.7	Peritrophin-A	CG17058	chrX	20115727	20119273	+
FBgn0022772	77.45	9.61	5.81	5.81	Orc1	CG10667	chr2R	3409940	3413213	-
FBgn0022774	0.38	2.54	3.87	15.48	Oat	CG8782	chr3L	19640376	19642949	-
FBgn0022786	8.72	13.64	10.53	7.95	Hira	CG12153	chrX	7616167	7619942	+
FBgn0022787	22.69	65.22	59.96	47.74	Hel89B	CG4261	chr3R	11799020	11809173	+
FBgn0022800	0.54	1.32	2.94	6.3	Cad96Ca	CG10244	chr3R	21023289	21034003	-
FBgn0022893	2158.81	1056.18	373.06	133.75	Df31	CG2207	chr2L	21626590	21629928	-
FBgn0022935	3.5	21.27	18.17	16.19	D19A	CG10269	chr3L	6178935	6182201	-
FBgn0022936	24.08	20	9.38	9.99	CycH	CG7405	chr3L	21815101	21816509	+
FBgn0022942	107.2	42.12	38.43	33.94	Cbp80	CG7035	chrX	4544054	4552292	+
FBgn0022943	97.55	57.05	41.1	42.58	Cbp20	CG12357	chr3R	13990385	13991161	+
FBgn0022959	184.89	428.14	517.56	350.62	yps	CG5654	chr3L	12114626	12118205	-
FBgn0022960	31.41	81.53	103.68	33.76	vimar	CG3572	chr2R	2862787	2873214	-
FBgn0022981	121.93	8.32	2.1	1.1	rpk	CG1058	chr3R	471653	474606	+
FBgn0022984	34.11	50.8	38.86	31.31	qkr58E-3	CG3584	chr2R	18297009	18299049	-
FBgn0022985	79.83	82.11	80.33	57.3	qkr58E-2	CG5821	chr2R	18303318	18306209	+
FBgn0022986	90.85	66.06	47.3	13.58	qkr58E-1	CG3613	chr2R	18300422	18303047	-
FBgn0022987	26.35	0.39	0.27	0.56	qkr54B	CG4816	chr2R	13357137	13362158	+
FBgn0023000	14.36	5.2	6.61	11.6	mth	CG6936	chr3L	343378	347168	-
FBgn0023001	5.5	2.31	3.31	3.06	melt	CG8624	chr3L	7127618	7136174	+
FBgn0023023	0.66	38.18	94.02	117.29	CRMP	CG1411	chr3R	1396830	1404913	+
FBgn0023076	0.17	0.16	0.07	0.08	Clk	CG7391	chr3L	7757071	7768703	-
FBgn0023081	20.73	56.2	84.49	54.54	gek	CG4012	chr2R	19979600	19986157	-
FBgn0023083	11.21	7.73	19.76	22.92	fray	CG7693	chr3R	14398817	14415175	+
FBgn0023090	0.1	0.14	0.27	0.08	dtr	CG31623	chr2L	21361216	21367297	+
FBgn0023091	0.05	0.24	0.37	0.34	dimm	CG8667	chr2L	21339111	21340347	+
FBgn0023094	10.32	0.2	0.36	1.26	cyc	CG8727	chr3L	19806892	19809038	-
FBgn0023095	0.88	4.96	11.78	7.21	caps	CG11282	chr3L	13221789	13272742	+
FBgn0023096	0.12	0.35	0.9	0.72	btv	CG15148	chr2L	17962735	17982472	-
FBgn0023097	34.46	46	43.13	21.4	bon	CG5206	chr3R	16418881	16438262	+
FBgn0023129	76.05	20.43	16.13	16.73	aay	CG3705	chr3L	9416353	9417904	+
FBgn0023130	26.38	17.36	13.48	8.83	a6	CG3771	chrX	1587648	1589922	-
FBgn0023143	107.23	103.07	85.37	63.52	Uba1	CG1782	chr2R	5575792	5580833	-
FBgn0023167	201.94	192.45	85.4	51.2	SmD3	CG8427	chr2R	8056231	8057514	+
FBgn0023169	35.03	51.36	55.19	76.11	SNF1A	CG3051	chrX	1269580	1272890	+
FBgn0023170	1413.02	3172.33	2884.25	4168.17	RpL39	CG3997	chr2R	19949373	19949952	-
FBgn0023171	36.65	22.32	11.09	7.85	rnh1	CG8729	chr2R	3818530	3819891	-
FBgn0023172	16.1	33.19	34.31	17.8	RhoGEF2	CG9635	chr2R	12914746	12932161	+
FBgn0023174	333.56	162.67	118.01	108.36	Prosbeta2	CG3329	chr3L	14993056	14994421	+
FBgn0023175	319.95	106.17	72.29	89.21	Prosalpha7	CG1519	chr2R	5734141	5735339	-
FBgn0023177	209	74.17	38.44	27.89	Pp4-19C	CG32505	chrX	20292114	20295045	-
FBgn0023178	0.19	0.45	0.47	0.83	Pdf	CG6496	chr3R	22281184	22281863	-
FBgn0023179	0.02	0.15	0.12	0.1	amon	CG6438	chr3R	22523418	22539881	-
FBgn0023180	21.14	6.05	2.52	1.97	Orc6	CG1584	chr2R	5732945	5733964	-
FBgn0023181	24.76	12.57	5.72	3.48	Orc4	CG2917	chr2R	20683263	20684927	-
FBgn0023197	0.46	0.42	0.14	0.7	Jon74E	CG6298	chr3L	17539968	17542143	-
FBgn0023211	187.35	222.97	145.43	153.5	Elongin-C	CG9291	chr2R	15332590	15333797	-
